StockCode,AvgUnitPrice,SalesVolume
22229,3.68,495
22854,1.97,750
21319,2.785,147
22449,2.99,365
20977,4.65,1597
21696,0.66,226
22611,2.44,219
22805,2.38,1574
20702,2.76,128
20980,4.61,27
23448,2.5,25
22628,4.63,775
21942,1.58,161
21658,1.59,773
21389,3.37,1018
20615,0.6,231
21211,3.31,816
21395,1.1,2812
21841,0.86,73
84352,2.87,33
20619,3.75,142
21397,0.61,1016
84051,0.81,280
21131,0.27,93
21528,1.21,179
21446,0.81,400
21925,2.15,403
21067,0.77,203
21684,1.92,764
21622,1.9333333333333333,364
21631,2.99,155
23178,2.61,312
22146,0.3,1
22762,3.67,145
23064,1.4749999999999999,220
22954,1.23,165
20934,1.61,54
22344,2.34,1049
21926,4.73,414
21459,4.57,75
21420,1.74,48
22228,2.13,852
20798,1.84,36
72709,3.49,44
21708,0.06,139
21709,1.99,87
21373,1.31,507
22709,4.87,1325
22858,1.76,1081
90032,0.63,19
21132,3.39,35
21399,1.91,2047
23015,3.075,37
21268,0.26,2
21027,3.83,101
22287,4.15,750
22270,3.14,211
85213,3.26,821
84679,2.61,6
22251,3.57,520
22967,3.13,1161
20820,3.32,5
21265,3.99,128
23125,2.6,405
84917,2.11,170
22039,3.88,250
84685,3.61,21
90118,3.36,6
20826,4.9,276
21643,0.89,490
84763,1.2999999999999998,573
16207A,0.5700000000000001,13
85030,3.87,15
22102,3.12,1533
17038,1.03,1501
84824,0.99,2
21349,3.575,12
22250,3.74,449
84452,1.89,74
84631,4.83,17
84461,3.76,41
21011,0.34,18
20897,3.28,85
84358,1.36,32
22459,3.215,375
16052,2.65,467
85197,0.67,33
85163A,0.77,45
44092C,3.61,20
84997D,2.045,4922
84912B,3.52,149
72807A,2.2739999999999996,340
POST,1.4,3120
82494L,1.6533333333333333,6282
79331,2.48,26
85130D,3.16,552
84913A,3.74,37
85099B,4.39,46181
35599D,1.6,186
84913B,2.08,70
85049A,4.79,2907
85206A,3.41,916
84596E,2.33,392
85231G,2.4166666666666665,573
85179A,1.73,119
84569D,2.74,269
84789,0.39,181
21280,0.04,65
45013,0.93,3
84569B,2.87,76
20902,2.56,33
84341B,4.5,618
84816,2.625,13
47504H,4.34,948
85034B,4.54,884
84884A,0.11,286
85129D,4.88,166
85067,1.76,7
75049L,4.14,6821
85032A,3.79,738
46000S,1.8933333333333333,1551
85099C,0.25,12793
90013C,4.55,11
22145,3.14,30
84549,4.58,31
84927F,2.48,295
85055,0.9,37
85024C,1.55,12
90160D,2.41,32
85019A,3.97,409
90160C,0.79,41
90030B,2.71,112
84926A,3.78,597
84510A,1.25,1063
84745B,4.98,32
47570B,4.97,180
37488A,2.2249999999999996,28
85159A,0.82,451
90125D,4.37,74
84926D,3.52,705
35598B,3.59,554
17109D,3.46,61
84666,0.43,24
46000R,3.43,101
85186C,4.74,413
85028L,2.64,10
46000U,2.37,107
37444C,3.55,21
84535A,3.65,398
84985A,0.25,42
90161D,0.34,31
85024B,2.13,193
90178A,4.48,6
PADS,0.35,4
85194S,2.2,1163
72801D,3.34,58
90058B,2.89,612
47351B,1.77,86
20997,2.92,15
84597C,3.46,46
84741C,2.13,60
84711B,0.6,15
84806B,0.23,296
84968C,2.52,94
90059E,0.69,10
35833P,2.88,37
82011A,0.21,16
79030D,1.8366666666666667,462
37489A,3.67,33
47367B,2.79,57
84539,0.0,16
79026B,0.67,25
20964,2.9,2
18097A,2.3,5
90214E,2.73,41
90199C,3.1,17
84201B,0.54,13
84206A,0.73,24
84415B,3.76,6
90003E,3.67,8
90209C,1.82,231
72225C,4.27,600
90018A,2.61,17
62043B,1.99,17
90162C,2.18,14
84550,0.82,1
84707B,4.01,29
90206C,2.72,13
84803B,1.36,15
84984B,2.06,17
90064A,3.92,7
90123B,2.39,8
62086A,4.45,86
47556B,1.01,2600
84876D,0.365,125
84854,0.52,5
84247L,4.42,108
23630,4.83,1
84877D,3.3200000000000003,88
84613A,4.25,6
90064B,1.14,11
90123A,4.78,14
35607A,2.91,24
46776E,2.24,14
84804A,3.6550000000000002,70
35607B,3.44,96
90001B,0.58,4
90026A,4.68,2
84429A,1.39,47
47503J,0.17,1
84809B,2.01,18
90175A,4.19,9
85031B,0.11,1
90214V,2.14,14
90176D,4.58,7
84499,0.32,7
90036E,1.61,7
90179A,4.93,3
90040A,4.1,6
90065B,2.79,1
90176A,4.54,2
44242A,4.14,12
90214T,3.26,12
16020C,0.92,6
35610B,1.01,24
20667,3.67,1
84877A,3.29,12
84968B,3.8,2
84201C,2.45,5
90035C,1.21,2
90038A,5.0,6
85224,3.47,3
90055,2.41,1
