StockCode,AvgUnitPrice,SalesVolume
22759,1.6466666666666665,5207
20750,0.09,1712
22021,3.62,350
35970,4.35,4647
23422,4.17,196
21902,4.67,1915
22163,3.74,626
85020,1.73,78
22382,1.38,9912
22409,4.27,216
22746,0.86,1319
21039,2.1,510
21867,0.37,266
22975,2.4,1118
90057,4.855,1008
16216,1.59,3316
20726,0.02,9115
21367,2.32,163
22111,1.96,4259
23204,1.16,7039
23215,0.4,3547
23301,2.01,7740
23285,3.37,4679
23282,1.315,753
22023,2.08,1143
48129,2.09,880
22561,1.23,5695
23181,4.98,185
21089,2.9,231
22210,4.23,914
22580,1.91,840
21506,3.27,4740
22499,4.85,1734
21774,0.33,835
21719,1.75,301
23060,4.98,244
22419,4.72,2812
22720,2.98,7020
21877,4.54,5347
21055,0.1,146
21356,0.87,304
21986,3.68,3985
23369,0.62,901
23421,4.16,154
16219,3.16,2915
21890,3.675,1075
22091,4.51,1945
23425,5.0,237
23428,4.03,70
22613,0.94,1488
20982,4.66,2019
22631,1.4,3375
20676,0.05,4363
23122,4.53,2093
23304,0.11,71
23307,3.96,11675
23491,0.24,226
85178,1.47,2371
90087,3.25,90
21873,1.35,1586
22634,0.64,731
21239,1.72,2574
21106,2.18,193
21851,0.37,26
22068,3.59,437
23103,2.73,3939
23196,3.24,1760
23583,4.61,3315
22981,0.31,436
22998,1.2,11769
21172,2.14,3335
21755,3.4,1946
23440,3.06,164
37446,3.04,1297
21820,2.09,291
22860,0.36,567
22827,0.09,35
22808,0.11,320
22296,1.52,3055
22863,0.66,693
22476,3.4,811
22898,0.73,2201
21476,2.65,31
22176,2.466666666666667,489
22169,2.49,1075
22540,1.62,2451
22346,1.48,885
22062,4.71,595
22350,4.92,1356
21391,2.505,975
21504,1.3,1884
85106,4.85,530
85161,1.78,12
21068,3.01,1535
22830,0.73,131
23430,3.87,35
23575,1.38,164
23008,2.82,421
22378,4.93,1685
22413,3.49,3690
22283,0.31,258
22502,3.323333333333333,1488
22252,1.76,650
22246,2.62,278
22399,2.75,1130
22435,1.48,2680
21634,1.53,948
22220,1.63,214
84600,3.95,48
22643,3.51,185
21680,3.73,804
84522,3.96,12
22428,1.8,221
22412,0.44,877
23017,1.72,64
22441,4.28,994
22214,3.44,114
21761,3.07,10
22927,2.4875000000000003,395
17012B,2.335,455
21644,1.54,215
22289,0.85,126
85204,2.355,1876
21291,4.24,920
85208,4.255,161
85203,3.31,570
21469,3.48,250
23038,1.7,41
22582,2.53,1029
21781,2.49,138
90133,1.91,9
22848,1.0333333333333332,302
21418,0.39,59
84231,4.72,105
22849,2.6950000000000003,308
16218,3.45,3760
22985,1.685,3750
21442,1.42,389
22815,1.88,1810
21695,3.15,283
22823,0.8049999999999999,24
22538,4.19,387
22288,2.39,453
22673,0.95,772
22824,3.1,55
85093,0.54,451
21320,0.445,186
21192,2.086666666666667,925
21898,1.57,445
21633,4.13,87
20698,2.72,16
21775,4.94,283
21651,0.09,131
21318,3.75,680
22040,1.39,725
20803,2.995,917
21087,3.71,126
21707,1.75,120
21088,2.03,1576
21666,1.4,384
22880,1.24,72
22336,2.425,2283
22853,2.47,431
22101,2.01,837
22885,4.36,79
16168M,3.3449999999999998,329
21251,0.25,165
22230,0.45,926
22886,4.86,74
84921,0.73,11
21628,3.55,44
47016,1.42,2
21371,4.35,275
22051,2.915,1000
20838,0.38,330
16248B,2.82,13
20893,2.1633333333333336,259
22852,0.68,354
22679,0.1,647
22825,3.49,70
22682,3.98,618
21555,2.23,55
20847,2.64,46
21973,0.51,159
16151A,1.63,49
22137,3.82,68
20661,0.15,9
22802,1.48,66
35645,0.5,4
23467,4.11,23
23134,2.36,1064
20845,2.54,19
85214,2.31,103
22183,0.92,74
21943,1.07,57
21415,1.7,206
20695,0.47,5
21547,3.79,72
90108,0.82,64
18094C,1.25,134
84916,0.84,212
90192,1.43,23
21641,4.05,1102
16049,1.39,504
21054,2.1,68
20823,0.96,164
20830,3.57,75
22872,4.09,55
85145,3.64,38
22764,0.35,3
20892,3.72,1
20906,1.84,3
90194,1.23,12
20835,3.2,66
22105,2.34,506
22656,0.21,26
21278,1.53,43
21002,1.33,13
22060,2.7750000000000004,233
22769,2.88,6
84029E,3.24,3707
71406C,1.5,138
85114B,2.23,394
85136C,3.3499999999999996,35
77101A,2.04,386
84952B,3.19,145
84952C,0.58,140
85049B,3.2350000000000003,54
51014C,2.17,2462
84508C,2.1350000000000002,52
85018D,3.68,12
21769,0.8600000000000001,11
72351B,0.49,2060
84507C,1.005,63
72799E,1.11,394
35597A,1.52,1
35597B,4.34,1
21518,1.71,265
72799F,1.71,128
84912A,0.73,103
90179C,3.78,1
85169A,2.56,502
47590B,2.575,2287
90079,1.72,5
90073,1.65,13
84031A,0.22,174
84519B,3.45,426
84596F,0.16,3301
46775D,3.33,24
20816,0.39,8
84926F,0.5,423
35819B,2.2049999999999996,268
84031B,0.94,94
85032C,4.05,597
85014A,4.82,1133
82605,4.95,14
22874,3.93,54
84559B,2.79,216
84535B,1.12,1288
90161C,2.69,45
47348A,3.49,97
82613C,4.85,361
90161B,0.92,45
90198A,3.94,34
90120C,1.7,31
85025C,0.505,308
85086A,3.54,45
46000M,4.025,1008
79063C,3.85,235
79190D,3.72,227
85159B,4.77,622
85186A,2.98,525
84086B,4.43,16
90085,1.74,24
84206B,4.87,5
90210D,4.265000000000001,104
85035B,0.615,558
84313B,1.8849999999999998,76
90210A,1.46,26
84625A,0.23,455
35095B,2.69,772
35910B,4.11,13
21681,3.5,2
85180A,2.89,434
72051S,0.92,46
84661B,4.54,95
84596J,4.43,469
85194L,3.13,901
84459B,3.64,676
90081A,4.85,15
90196B,0.23,4
90214A,2.28,63
90200C,1.16,20
37479P,3.486666666666667,130
35911A,0.78,205
47013A,4.845000000000001,14
84459A,2.32,671
90021,2.87,1
90059C,2.79,8
90059B,1.31,9
90185C,4.18,21
84984D,2.14,13
21095,1.73,95
16169P,2.04,50
35638B,2.23,56
84660C,4.58,639
84750B,1.76,61
35598C,2.69,2
84706F,0.72,16
51020A,2.985,325
90185D,4.26,32
35809A,0.59,389
37489C,3.2,23
85163B,2.28,44
37489B,3.38,31
35650,1.17,1
90018B,0.69,8
90019C,0.84,4
90067A,4.79,10
85135A,4.52,15
82095,0.96,7
22275,0.08,69
16207B,0.07,4
84746,2.33,3
84709B,3.46,20
22218,4.12,1
47589,3.68,13
71496B,2.4,13
23449,4.75,12
23664,1.71,1
84870B,0.46,20
84870C,0.17,20
16206B,1.74,7
90209A,4.95,84
90059D,3.01,6
90201B,3.96,64
90059F,4.22,9
90177E,2.29,6
47341A,1.31,27
84840,3.1,3
85109,0.71,12
90209B,0.2,105
90184C,4.17,11
90024C,4.35,2
84689,0.95,3
85232A,3.67,74
90040C,3.39,7
82613A,4.01,67
90012A,2.4299999999999997,8
90195B,4.99,3
90122C,0.73,17
84800S,2.2,113
84846A,4.67,53
90152A,3.06,3
90152B,4.26,1
46776A,2.36,14
90123D,0.06,3
81953P,4.82,28
81950V,4.14,21
90036B,3.03,4
90161A,4.89,9
90002D,3.17,10
90206A,4.72,6
84801B,4.46,22
84990,1.8,2
90010B,1.32,7
71143,2.185,10
85031C,3.01,3
44242B,1.71,52
90042A,1.76,3
84802B,1.93,4
90035A,0.47,4
90060B,0.02,1
90038C,3.72,6
90181A,3.93,1
84306,3.61,2
90178B,3.83,1
84562A,3.69,2
90141A,1.24,4
90040B,2.66,4
90125B,3.66,19
35610A,3.5149999999999997,8
90037B,3.84,6
90027D,0.46,4
21839,3.02,1
44091A,2.47,9
84873A,0.99,2
84905,3.08,12
35004P,2.29,1
21655,1.0,36
22351,3.09,12
84569C,1.05,1
