StockCode,AvgUnitPrice,SalesVolume
20777,0.37,95
21621,2.5275,2540
84929,3.103333333333333,2244
22890,4.3,366
21108,4.68,10082
21524,0.68,1662
21616,3.76,755
22047,2.34,3400
22115,2.93,1495
21801,3.6,457
21220,2.53,239
23006,2.7,1699
23202,3.87,10716
23391,1.72,361
35954,1.6266666666666667,1124
23291,4.35,1549
23434,4.68,1792
23157,2.825,2783
22962,3.52,3681
21328,3.87,760
22813,4.82,2265
20668,2.15,12714
21638,4.16,235
23041,1.525,260
21232,3.515,10366
21830,2.3850000000000002,2599
22910,0.38,9433
22084,0.43,4893
22469,3.79,16775
23580,4.65,111
21497,0.17,8600
23356,2.32,2352
23506,0.41,2718
48116,4.95,1419
20685,4.32,3901
22134,1.69,637
22367,3.51,3543
21407,0.83,233
22315,1.06,761
23469,0.98,320
21559,0.32,3716
21991,1.04,471
22604,1.54,1173
22697,1.09,6430
22817,0.47,1858
22366,1.8,722
20707,1.22,155
21468,3.13,123
85150,2.49,3899
23100,3.13,2093
23597,4.67,248
71459,4.505,12941
23217,1.85,1290
23218,4.36,372
23232,1.02,8626
22086,2.36,15617
85174,1.73,497
22349,4.94,1341
22785,2.14,212
23547,3.1,1575
20796,1.45,61
20894,1.28,25
23141,0.94,68
22186,4.66,801
22309,1.91,293
23076,1.15,7920
23457,2.46,105
35961,3.77,2692
23526,1.6400000000000001,882
84356,2.73,337
22278,1.39,244
22489,4.17,9314
22732,4.7,1522
22181,2.34,577
21619,1.3499999999999999,900
22587,2.31,845
23332,2.34,1996
23254,3.75,1664
23222,3.56,776
23306,2.58,2692
23451,2.4,269
23132,2.86,1022
21808,4.57,100
23401,2.91,443
23220,1.18,930
21429,1.91,1616
20974,3.65,6734
21209,3.78,1142
22059,0.78,1749
22320,2.24,183
23123,1.49,900
90083,1.31,19
85107,3.83,243
22125,2.15,4
22617,2.175,2153
22620,2.15,4491
22809,0.99,1198
21784,3.06,51
21947,4.7,596
20956,2.823333333333333,730
23404,1.8050000000000002,969
84050,3.2600000000000002,3139
21372,0.82,67
22144,1.64,3468
17012F,2.0,365
23413,2.89,160
35004B,2.68,475
22424,2.32,713
22480,1.89,613
23049,4.4,435
22507,2.7,2786
21249,1.1,672
21534,2.55,327
21711,2.98,86
21833,1.935,2628
22415,4.58,19
22043,1.19,1188
22800,2.56,765
22168,2.05,140
22482,2.02,448
21159,1.905,1109
22923,1.655,1281
85059,4.37,290
21401,2.51,1010
22517,1.88,186
22255,4.49,542
22797,3.0300000000000002,146
22859,0.53,1150
23071,2.9033333333333338,317
85045,2.99,41
21845,4.52,1907
22692,2.89,1378
44234,0.54,645
22856,2.135,564
22902,4.84,1212
22915,2.6149999999999998,2928
22779,1.02,1535
22607,4.34,1269
22789,0.96,838
23087,3.06,830
90116,4.07,16
21179,1.995,1785
22432,0.16,1648
17136A,2.365,404
22705,4.89,1900
22545,4.01,1089
16162M,2.165,26
21111,1.24,789
22358,1.98,456
22260,4.5,410
22337,3.48,635
22341,4.22,405
21689,3.775,92
21894,3.38,476
21248,4.28,187
21535,2.22,2460
23054,2.02,268
22438,1.09,900
21556,2.52,804
22893,3.16,1464
22831,0.39,684
20856,0.7449999999999999,140
22049,4.29,1025
72811,3.65,49
22129,4.165,992
90158,0.64,14
22526,1.2,112
20671,1.06,10
22285,1.63,834
22433,1.27,1341
22584,3.1799999999999997,2241
22777,0.9550000000000001,331
17021,0.96,2427
15058C,1.525,193
21826,1.75,93
22262,4.33,924
21363,3.83,209
21051,4.005,108
84748,2.58,28
78124,4.02,191
21189,3.72,165
21812,2.71,218
35265,4.49,16
22026,3.71,1572
21364,3.78,25
90204,4.72,17
21221,2.64,201
21071,1.885,849
22677,4.6,874
22088,2.82,1698
20760,3.27,69
62018,1.8,4402
21922,4.84,759
22256,4.56,262
21324,0.63,69
21815,2.255,132
20768,0.55,131
20936,0.26,92
21060,0.06,356
21613,2.41,221
21000,2.91,46
22447,1.95,75
22148,0.15,1819
22647,3.35,721
22641,2.55,112
21344,0.62,14
21717,0.38,405
22249,4.08,645
22245,4.49,1199
21884,1.15,1017
21031,2.35,40
22649,2.14,751
22291,4.78,1243
21331,2.37,11
84592,4.8,70
20699,1.38,29
22685,4.5,543
22268,2.7433333333333336,1838
22761,3.43,34
17191A,0.32,4
21455,1.72,271
79000,0.68,3808
22788,3.67,205
22053,1.78,4236
22247,0.41,485
22458,0.635,513
85087,1.65,40
37501,4.63,102
20664,4.8,6
17091A,2.3,172
22254,0.96,594
90022,3.09,8
90168,0.0,6
84637,3.12,29
21040,1.03,22
21456,1.41,161
84466,3.53,46
85215,3.1550000000000002,163
22519,4.07,370
85144,1.375,222
21250,2.34,92
17013D,0.88,532
22875,4.15,51
22106,2.03,286
90050,4.29,6
84686,1.5,49
84598,3.685,1248
85200,3.3,183
84576,3.385,57
75131,0.03,488
21690,1.51,24
84218,3.62,122
90041,1.03,2
85036A,2.55,211
85170D,4.5,355
84510C,2.66,98
85036C,2.6833333333333336,742
85049G,2.67,1580
35599B,2.28,209
85064,3.46,205
72351A,1.72,1248
85135B,4.076666666666667,47
47567B,1.09,592
84029G,2.6,2469
79149B,1.18,18
84970S,3.52,8470
84508B,0.81,57
85167B,3.1550000000000002,48
79030G,1.8625000000000003,1364
72800E,1.76,453
84558A,0.4,293
85014B,2.08,1846
85034C,1.4,1072
90148,3.23,8
84711A,1.0,14
84881,3.56,11
90029,0.12,3
84688,1.49,34
85131B,0.36,142
85039C,1.01,222
DOT,2.4,16
84952A,2.75,38
85039A,3.3,445
85039B,3.08,491
77079,4.36,1
85130C,1.97,479
85032B,3.52,751
37330,2.67,6
35004C,4.51,393
84823,3.05,112
90198B,0.51,30
90214C,3.77,52
90129B,3.41,21
82613B,1.92,401
85132B,2.85,513
84876B,2.9099999999999997,203
84809A,3.76,38
84849D,3.0,479
85188A,0.18,302
47566B,3.1500000000000004,2291
85071D,0.59,362
72800B,0.14,140
84086C,4.46,140
90143,4.35,19
90210B,3.34,40
84313C,4.385,461
16202A,3.45,7
16202B,3.2,29
84993A,1.03,305
22184,1.11,8
85129B,0.26,101
85129C,4.74,77
17084J,2.25,225
35915B,1.07,91
85049F,2.15,374
90082A,3.26,21
84508A,3.08,1630
90081C,3.35,11
90164A,4.45,19
90164B,4.08,28
79144B,0.45,108
90030A,4.05,72
84931B,0.04,134
85136B,4.09,2
35921,3.8,54
22828,0.87,10
90030C,2.32,74
85230F,0.29,338
85230A,3.53,840
47574A,2.2800000000000002,423
10123C,0.37,5
35819P,0.52,95
90082D,0.75,8
17014A,1.35,154
90014B,4.02,10
90070,4.12,8
90186B,4.14,12
90190C,3.31,5
90102,0.65,10
84924A,0.23,72
35598A,2.22,9
90214P,4.98,28
85026B,3.09,75
71496A,1.52,114
90184B,4.78,21
84806A,3.95,137
90162D,0.96,10
84801A,2.86,46
90177A,3.14,6
90202D,0.53,12
90205C,2.58,6
90014A,2.5233333333333334,16
90018C,3.29,6
90201C,0.24,52
47343A,4.58,159
47344B,0.81,44
90000D,1.46,6
90026D,4.91,3
90063A,4.14,11
85205B,0.22,116
90026B,4.88,2
90180B,1.61,3
40046A,1.52,50
35916C,1.89,54
35815P,0.44,162
84924F,4.48,10
84706D,1.26,6
37464,1.76,3
84251B,3.21,157
84800M,1.78,127
90129C,4.96,17
85019C,3.42,181
84247G,4.93,336
35911B,3.19,17
72821,1.87,11
20818,1.34,12
90135,2.68,6
82615,0.87,36
84804B,0.05,99
21228,3.78,5
90120D,3.57,2
90039C,0.25,1
90176C,0.59,2
90025F,4.32,1
90039D,3.72,14
90019B,1.08,2
84732D,2.92,11
84675,0.77,9
90130B,4.43,9
90199B,1.12,2
90211B,4.18,4
90163B,1.08,2
90214Z,2.69,12
90214U,3.62,12
90183C,4.76,1
85170A,0.22,1
23843,3.25,80995
90027A,2.42,4
84750A,4.62,24
90129E,0.55,6
90197B,0.17,3
35809B,1.53,8
90141D,4.86,3
