StockCode,AvgUnitPrice,SalesVolume
22786,3.53,108
79403,4.41,89
23010,0.36,285
72131,0.78,137
22680,0.97,745
22842,4.72,572
23297,1.76,4260
22719,2.845,463
22442,2.33,292
22452,3.17,388
20869,1.66,139
22212,4.41,1422
21537,3.73,327
22055,2.78,1253
22317,4.84,172
18097C,0.66,673
22426,0.9550000000000001,660
22676,4.68,1040
22425,2.52,434
22318,0.0,396
21562,3.09,319
22486,0.46,52
22483,3.04,726
22770,3.72,83
84754,3.85,502
22182,2.35,206
23185,3.66,323
20782,3.54,40
22472,4.2,293
22450,0.74,184
21904,4.16,51
15044B,1.01,307
21062,1.72,501
22665,3.8,1219
23066,3.055,245
21417,1.36,289
22221,2.37,124
22711,0.53,2852
22394,3.36,160
22034,4.15,3
22512,3.15,118
21581,4.22,165
23446,4.98,157
21163,0.78,1176
20832,2.235,1034
17012A,0.48,270
85116,1.94,694
21190,2.88,168
15034,1.27,6419
21580,3.03,90
21208,0.88,878
84360,3.75,74
17090A,1.12,109
35968,3.5566666666666666,145
22799,3.92,198
21187,0.02,330
21630,2.85,54
22773,3.17,1852
21870,4.95,1357
37495,4.07,428
84920,0.55,73
21640,3.62,541
22717,0.55,1170
21688,3.085,316
22035,4.005,1406
22180,2.81,303
84609,3.6350000000000002,90
22444,4.85,763
22706,4.26,2050
22832,3.14,155
21586,4.97,731
20854,0.77,166
22153,1.31,2459
22515,1.49,237
22261,3.71,520
22416,3.8850000000000002,850
21895,2.0,1
85187,3.05,324
21359,0.42,127
21370,1.32,15
21710,3.3,84
22204,2.01,96
21161,0.05,131
22892,3.58,2461
20697,3.86,19
84497,1.21,13
22707,4.06,1250
20831,2.87,169
90188,4.29,3
22478,3.58,1417
21746,4.46,2974
21715,1.73,1141
16048,4.49,1437
21199,3.46,864
20801,4.2,848
22524,0.11,592
35400,2.94,10
22201,2.71,108
16014,4.12,13328
21272,2.04,503
84687,1.25,70
21609,3.86,761
21194,3.64,437
20774,3.3899999999999997,52
23464,3.77,16
21426,4.81,213
20616,2.95,134
21910,0.24,36
22884,1.27,75
22033,3.42,336
90145,0.03,21
21823,3.225,1196
22202,4.18,39
72132,2.56,28
22302,4.0,2288
22740,2.143333333333333,6625
22760,3.27,259
22888,3.5,63
22497,4.69,178
75178,1.3,455
21317,4.14,96
22516,1.79,171
21066,4.32,688
84616,4.13,11
84766,4.75,146
21749,2.46,1900
22715,2.42,1506
22032,4.13,361
22244,3.96,1617
21750,3.49,78
21448,0.95,327
22498,3.13,229
16169M,3.47,660
71510,3.53,52
22236,4.22,308
22321,2.63,760
21632,4.33,60
84527,4.81,47
84725,3.19,41
21277,1.45,23
84906,0.505,28
22870,2.37,67
23702,0.35,4
20794,3.2,85
22934,1.32,560
22194,2.11,53
82599,2.535,421
17090D,0.24,29
90072,3.75,10
90023,4.91,8
22164,2.21,71
90174,1.29,16
85016,4.42,522
21473,4.46,22
22521,4.45,607
21654,2.445,946
17174,1.26,9
22869,4.19,69
22518,2.7,333
84457,4.07,120
84629,4.21,20
84683,1.52,187
22264,1.35,1393
22878,4.58,52
21627,2.315,38
20662,1.28,11
85198,0.09,86
90149,2.99,52
79406,4.49,140
90076,1.67,6
90069,0.96,2
78033,0.92,37
90159,2.86,3
85146,0.19,43
35914,0.86,136
84422,3.935,551
20819,4.66,48
75172,0.77,93
90031,3.3,48
16169N,0.5,25
20941,2.41,61
84865,2.44,26
85199L,1.935,925
51014A,2.6,3621
84997C,3.6166666666666667,3694
84997A,2.96,2525
47504K,0.07,1958
47591D,2.38,3144
85169B,2.45,201
84033,3.11,23
47590A,1.97,1950
72807C,2.95,669
72807B,2.4275,350
84859B,3.54,31
85036B,2.715,360
85049E,0.65,2747
47559B,2.57,2004
90214L,4.73,51
85123A,2.29,36782
85185B,2.6325,291
35653,1.06,47
84971S,3.06,1679
84032A,2.62,449
84534B,4.05,46
79302M,2.29,355
21348,4.09,139
84795B,5.0,167
20898,2.73,25
21656,3.2150000000000003,117
21416,1.02,5
84596B,2.41,4491
85035C,2.575,1105
84520B,3.28,481
85185D,4.57,15
85135C,3.25,78
47310M,1.885,265
84673B,1.14,135
82616B,1.87,308
85040A,1.27,807
84691,4.53,242
51014L,0.87,1936
44228,2.8,36
79066K,4.4,739
47563A,0.07,199
90173,1.69,16
47503A,2.96,2754
85071A,3.18,976
85130B,1.27,816
72799C,3.51,80
85114C,1.71,457
35001W,3.8,92
84659A,3.1350000000000002,134
21777,0.81,7
85023B,2.14,104
21003,3.12,13
85019B,2.915,498
85071B,2.97,1256
90214B,3.55,13
72800C,3.23,126
85232D,3.6500000000000004,175
90120B,0.69,20
84910A,3.33,10
71101E,4.87,348
84993B,2.81,57
84247E,3.34,83
84613C,1.03,1
21279,3.83,65
85047,0.32,3
84678,2.06,138
21614,3.58,48
84531B,2.795,150
85049D,2.1950000000000003,539
79063D,4.81,189
84849A,4.78,155
84584,2.26,83
90156,3.58,3
72800D,4.19,86
84625C,4.28,439
85084,4.18,17
79190B,3.16,655
85170C,0.17,252
84509G,3.88,491
85169D,1.71,232
17164B,2.76,29
85131D,4.51,115
85179C,4.81,69
75013B,0.68,25
35004G,0.01,126
79157B,2.05,4
84247K,0.08,23
90200A,4.18,41
90195A,2.605,16
84595E,2.89,64
90214N,1.55,18
72369A,0.24,28
85230G,2.99,1032
20703,3.27,1
84968F,1.28,78
85114A,0.01,585
85017C,4.006666666666667,50
85131A,3.52,469
79191C,0.78,1105
79337,1.57,644
85132A,2.2,455
37479B,2.725,127
84551,4.49,1
35637A,4.92,166
72140E,4.83,31
84723,4.64,41
90180A,4.3,13
81952V,2.96,367
90142D,1.93,9
90124A,1.82,6
22833,1.78,75
85169C,0.11,336
84760S,4.56,43
84968E,1.12,87
82011C,1.82,51
85160B,1.65,105
46126A,3.09,48
90033,4.12,2
22323,4.01,1
90186A,2.53,5
90003D,3.9,18
85168B,2.7,17
84228,0.02666666666666667,284
90131,2.68,4
84509E,0.02,70
79191D,3.45,25
84927E,0.89,57
84931A,3.46,84
84707A,4.69,66
90036F,4.21,4
44089A,1.48,15
90199A,3.24,8
46138B,3.33,43
35637C,3.49,28
21310,0.75,1
37509,1.45,2
90024B,4.0,4
90177D,4.19,17
90185B,3.13,13
90182C,2.92,6
90205A,1.93,16
72024U,1.43,72
35638A,1.62,38
47341B,2.01,45
84712B,2.78,19
84927A,2.92,46
84673A,3.67,63
35922,4.64,28
90000A,1.63,11
90065A,2.55,8
90026C,4.87,3
84984A,2.26,19
90063B,0.26,8
90189A,2.01,2
21414,4.66,1
16033,4.46,840
84857C,3.76,95
79161A,0.67,2
35271S,3.55,19
90123C,2.85,13
90122A,1.81,8
85092,1.56,27
84927D,0.04,45
84875D,2.735,51
46776F,1.37,19
84388,0.88,24
84251C,3.25,24
35915C,1.5050000000000001,49
84802A,2.95,2
84773,1.12,3
62096A,0.02,106
90177B,4.98,7
90190B,1.55,6
90001D,0.22,5
84715,2.35,16
84462,1.52,12
84661C,1.61,62
46115B,1.18,12
81952B,0.08,200
16043,0.14,98
90122B,1.11,1
35818B,3.525,31
90010A,4.54,7
35647,1.85,13
84751B,4.45,19
84743C,1.9,1
84732B,2.97,22
90038B,2.01,6
90199D,2.85,2
90176B,0.45,2
16161M,1.48,25
21667,3.83,2
90214Y,2.89,61
90214W,2.31,12
90214O,4.38,12
35909A,2.9,8
90011A,0.87,1
84402B,4.17,61
72798C,2.85,7
35610C,2.9,24
79062D,3.77,52
16244B,3.21,7
90100,0.68,1
62094B,3.7,13
84798B,3.79,7
90212C,0.42,6
37491D,3.45,2
84705C,4.39,12
35816P,4.93,78
84016,4.84,25
79323P,0.455,4
